A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID
白頰椋鳥,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Pied Mynah,Sturnus contra,脊索動物門,鳥綱,雀形目,椋鳥科,,印度、緬甸、泰國、中南半島到蘇門答臘、爪哇、巴里島及中國大陸西南部。,牧場、平原及農耕地帶。,體長24公分。頭、頸側、喉及上胸黑色帶有光澤。耳羽白色。眼圈裸露皮膚橘紅色。上體黑褐色有青銅色光澤，腰及尾上覆羽白色。,常在村落附近的喬木或在農耕地覓食甲殼類、昆蟲及果實。,雜食性。食物包括動物性物質、果實、花蜜、花和種子。,,"白頰椋鳥  Pied Myna    Sturnus contra

分布：印度、緬甸、泰國、中南半島到蘇門答臘、爪哇、巴里島及中國大陸西南部。
特徵：體長24公分。頭、頸側、喉及上胸黑色帶有光澤。耳羽白色。眼圈裸露皮膚橘紅色。上體黑褐色有青銅色光澤，腰及尾上覆羽白色。
棲地：牧場、平原及農耕地帶。
食物與食性：雜食性。食物包括動物性物質、果實、花蜜、花和種子。
習性：常在村落附近的喬木或在農耕地覓食甲殼類、昆蟲及果實。
繁殖：繁殖季3-9月，可能可以連生兩窩。巢大略呈球型，由草、根及枝條組成，巢洞口在側邊。巢通常位於樹的外側枝條上，離地5-10米。一窩的蛋4-6個。孵化期14-15天。
地位及保育：非全球性受威脅。
",,,,Myna-P,白頰椋鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-P/Myna-P_Pic01.jpg,白頰椋鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-P/Myna-P_Pic02.jpg,白頰椋鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-P/Myna-P_Pic03.jpg,白頰椋鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Myna-P/Myna-P_Pic04.jpg,,,,,,,,,,,,2015/11/23,158
白鷴,,,,"MULTIPOINT ((121.5898159 24.9954408), (121.5902652 24.9954943))",鳥園區,生態鳥園, Silver Pheasant ,Lophura nycthemera,脊索動物門,鳥綱,雞形目,雉科,,中國大陸、中南半島,,白鷳的雄鳥在繁殖季時，臉部紅色的肉臠會明顯地膨脹，就像戴了一個紅色的面具。,,水果、種子、昆蟲,,"分類：雞形目        雉科
Classification：Galliformes    Phasianidae
分布：中國大陸、中南半島
Range: China and Indochina
 白鷳的雄鳥在繁殖季時，臉部紅色的肉臠會明顯地膨脹，就像戴了一個紅色的面具，而此時的白鷳脾氣也特別不好，動物管理員在照顧牠們的過程中，必須特別小心。
Male Silver Pheasant inflates its red face wattles in the breeding period. During this period, it usually has a bad mood, so the keeper must take care of it cautiously. 
（食物：水果、種子、昆蟲）",,,,Pheasant,白鷴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasant/Pheasant_Pic01.jpg,白鷴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasant/Pheasant_Pic02.jpg,白鷴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasant/Pheasant_Pic03.jpg,白鷴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pheasant/Pheasant_Pic04.jpg,,,,,,,,,,,,2015/11/23,159
灰林鴿,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Ashy Wood Pigeon,Columba pulchricollis,脊索動物門,鳥綱,鴿形目,鳩鴿科,,西藏、尼泊爾、印度北部、泰國、雲南及臺灣。,生活於落葉林及常綠林的混生林。在喜馬拉雅山通常出現在1200-3200公尺間，在孟加拉則整年可在海拔低至100-150公尺處活動。,體長31-36公分，重330公克。頭灰色，頸輪奶油色，後頸有黑色鱗斑，身體暗色，尾寬而圓。雌鳥羽色稍微暗色，胸部稍帶有淺紅褐色調。,冬季常聚集成群，一群常有20-50隻，有時甚至超過百隻。常在樹梢活動，常從樹林頂層傳來低沉難以辨別方向的「呼—呼—呼--」叫聲。起飛時拍翅聲音很大。,主要在樹上覓食果實，也會吃種子、漿果及小蝸牛。,,"灰林鴿     Ashy Wood Pigeon    Columba pulchricollis 
     
分佈；西藏、尼泊爾、印度北部、泰國、雲南及臺灣。
特徵；體長31-36公分，重330公克。頭灰色，頸輪奶油色，後頸有黑色鱗斑，身體暗色，尾寬而圓。雌鳥羽色稍微暗色，胸部稍帶有淺紅褐色調。
棲地；生活於落葉林及常綠林的混生林。在喜馬拉雅山通常出現在1200-3200公尺間，在孟加拉則整年可在海拔低至100-150公尺處活動。
食物與食性；主要在樹上覓食果實，也會吃種子、漿果及小蝸牛。
習性；冬季常聚集成群，一群常有20-50隻，有時甚至超過百隻。常在樹梢活動，常從樹林頂層傳來低沉難以辨別方向的「呼—呼—呼--」叫聲。起飛時拍翅聲音很大。
繁殖；巢位於樹上由枝條不整齊組成。一窩通常下1個蛋，也有下2個蛋。
地位及保育：非全球性受威脅。",,,,Pigeon-AW,灰林鴿,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Pigeon-AW/Pigeon-AW_Pic01.jpg,,,,,,,,,,,,,,,,,,2015/11/23,160
竹雞,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Bamboo Partridge,Bambusicola thoracica,脊索動物門,鳥綱,雞形目,雉科,,有2個亞種。B. t. thoracica分布於華南；B. t. sonorivox分布於臺灣。曾被引入日本及夏威夷群島。,出現於竹林、灌木及草原，海拔上限可達2000公尺,體長31公分。200-342公克。頭部的圖案明顯。雌鳥通常沒有距。亞成鳥較沒有色彩。有黃褐色羽軸紋。背部的下半部、腰及尾上覆羽有暗色斑點。Sonorivox族的羽色較暗，有較小的紅褐色喉斑，側腹的斑點是栗褐色而不是黑色。,,種子（包括堅果）、芽鞘、葉子及無脊椎動物,,"竹雞  Bamboo Partridge    Bambusicola thoracica

分布：有2個亞種。B. t. thoracica分布於華南；B. t. sonorivox分布於臺灣。曾被引入日本及夏威夷群島。
特徵：體長31公分。200-342公克。頭部的圖案明顯。雌鳥通常沒有距。亞成鳥較沒有色彩。有黃褐色羽軸紋。背部的下半部、腰及尾上覆羽有暗色斑點。Sonorivox族的羽色較暗，有較小的紅褐色喉斑，側腹的斑點是栗褐色而不是黑色。
棲地：出現於竹林、灌木及草原，海拔上限可達2000公尺。
食物及食性：種子（包括堅果）、芽鞘、葉子及無脊椎動物。
繁殖：沒有繁殖季的資料。在樹的基部、灌叢下或草叢內築巢。一窩下3-7個蛋。孵化期17-18天，僅由雌鳥孵蛋。
地位及保育：非全球受到威脅。族群處在安全的範圍內。",,,,Patridge,竹雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Patridge/Patridge_Pic01.jpg,竹雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Patridge/Patridge_Pic02.jpg,竹雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Patridge/Patridge_Pic03.jpg,竹雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Patridge/Patridge_Pic04.jpg,,,,,,,,,,,,2015/11/23,161
羽衣鶴,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Blue Crane,Anthropoides paradisea,脊索動物門,鳥綱,鶴目,鶴科,保育類野生動物,非洲南部,,頭部的羽毛膨鬆，渾圓的側面看起來就像是「眼鏡蛇」的形狀。牠的次級飛羽羽端幾乎觸及地面，走起路來婀娜多姿，南非將其尊為國鳥。,,草的種子、塊莖、昆蟲、無脊椎動物、小型脊椎動物（魚、青蛙、爬蟲類）,,"羽衣鶴  Blue Crane      Anthropoides paradisea
分類：鶴目    鶴科
Classification: Gruiformes    Gruidae
分布：非洲南部
Distribution: Southern Africa
 羽衣鶴頭部的羽毛膨鬆，渾圓的側面看起來就像是「眼鏡蛇」的形狀。牠的次級飛羽羽端幾乎觸及地面，走起路來婀娜多姿，南非將其尊為國鳥。
Loose feathers of cheek and upper nape give head distinctive “cobra” shape. Elongated secondaries are almost reaching ground. The exquisite Blue Crane is a South Africa’s national bird.  
（食物：草的種子、塊莖、昆蟲、無脊椎動物、小型脊椎動物（魚、青蛙、爬蟲類）。【保育類野生動物】）",,,,Crane-B,羽衣鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-B/Crane-B_Pic01.jpg,羽衣鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-B/Crane-B_Pic02.jpg,羽衣鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-B/Crane-B_Pic03.jpg,羽衣鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-B/Crane-B_Pic04.jpg,,,,,,,,,,,,2015/11/23,162
赤腹鶇,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Naumann's thrush,Turdus naumanni,脊索動物門,鳥綱,雀形目,鶇科,,日本、臺灣、中國大陸東南部、菲律賓北部,在濃密的闊葉林及針闊葉混合林繁殖。冬天生活各海拔的闊葉林、次生林及清理林地、農耕地及都會公園綠地。,體長23-24公分，體重64-90公克。雄鳥頭至頸部、背部暗橄褐色，胸及側腹橙紅色。雌鳥似雄鳥，但頭及背部的羽色較淡，喉白色有黑褐色細縱斑。,,夏天主要以昆蟲為食物，秋天及早春主要吃果實。在各海拔的林中覓食。,,"赤腹鶇 Red-bellied Thrush    Turdus chrysolaus

分布：日本、臺灣、中國大陸東南部、菲律賓北部。
特徵：體長23-24公分，體重64-90公克。雄鳥頭至頸部、背部暗橄褐色，胸及側腹橙紅色。雌鳥似雄鳥，但頭及背部的羽色較淡，喉白色有黑褐色細縱斑。
棲地：在濃密的闊葉林及針闊葉混合林繁殖。冬天生活各海拔的闊葉林、次生林及清理林地、農耕地及都會公園綠地。
食物及食性：夏天主要以昆蟲為食物，秋天及早春主要吃果實。在各海拔的林中覓食。
繁殖：在日本5-8月間繁殖。巢杯狀，由泥土、草及松針葉組成，巢內襯乾葉，巢位於樹上或灌叢裡，。1窩2-5枚蛋，通常是3-4個蛋。孵化期13-14天。
地位及保育：非全球性受威脅。",,,,Thrush-R,,,,,,,,,,,,,,,,,,,,2015/11/23,163
金背鳩,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Oriental Turtle-dove,Steptopelia orientalis orii,脊索動物門,鳥綱,鴿形目,鳩鴿科,,從蘇聯的中部、西伯利亞中部及南部、日本，向南至阿富汗的中北部及東部、巴基斯坦北部、印度、緬甸、泰國、中南半島、華南(包括海南島)、臺灣。,佔據廣大各種不同型態的棲地，從北方針葉林至熱帶雨林。在日本經常出現於林緣及山區。也會出現於疏林、灌叢、有樹林的農耕地帶。在日本有逐漸在都市的街樹上繁殖的趨向。有時候在富士山的2400公尺的山區可見，在尼泊爾則可出現至海拔4000公尺的山區。,體長33-35公分。體重165-274公克。頸側黑色有白斑。翼羽羽緣紅褐色。,,會偷襲稻田，會覓食穀粒及松子。草本植物、竹子及各種植物的嫩葉也會吃。也會摘取莓類吃。主要在地面上覓食。,,"金背鳩  Oriental Turtle-dove    Streptopelia orientalis

分佈：有6個亞種。分佈於中亞及中南亞，從蘇聯的中部、西伯利亞中部及南部、日本，向南至阿富汗的中北部及東部、巴基斯坦北部、印度、緬甸、泰國、中南半島、華南(包括海南島)、臺灣。
特徵：體長33-35公分。體重165-274公克。頸側黑色有白斑。翼羽羽緣紅褐色。
棲地：佔據廣大各種不同型態的棲地，從北方針葉林至熱帶雨林。在日本經常出現於林緣及山區。也會出現於疏林、灌叢、有樹林的農耕地帶。在日本有逐漸在都市的街樹上繁殖的趨向。有時候在富士山的2400公尺的山區可見，在尼泊爾則可出現至海拔4000公尺的山區。
食物與食性：會偷襲稻田，會覓食穀粒及松子。草本植物、竹子及各種植物的嫩葉也會吃。也會摘取莓類吃。主要在地面上覓食。
繁殖：繁殖季很長，在分佈區的北部是5-8月，在印度南部是11-2月。在印度會在灌叢及竹林內築脆弱的枝條組成的巢，巢通常離地面2-4米。一窩通常下2個白色的蛋，偶而僅生1個蛋。孵化期15-16天。羽翼豐滿期15-17天。
地位及保育：非全球性受威脅。在廣泛的分佈區內，族群的數量通常普遍。然而族群在某些地區，特別是鄰近人類居處，有受到過度獵捕的壓力。",,,,Dove-OT,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic01.jpg,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic02.jpg,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic03.jpg,金背鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-OT/Dove-OT_Pic04.jpg,,,,,,,,,,,,2015/11/23,164
青鸞,,,,MULTIPOINT ((121.5901324 24.9957508)),鳥園區,生態鳥園,Great Argus,Argusianus argus,脊索動物門,鳥綱,雞形目,雉科,保育類野生動物,馬來西亞、蘇門答臘、婆羅洲,,青鸞的雄鳥會藉由展示漂亮的羽毛吸引雌鳥，翅膀及尾羽上有許多圓形的七彩圖案，如眼球般，所以又被稱為「百眼雉雞」。,,果實、各類的植物、無脊椎動物、昆蟲,,"青鸞  Great Argus  Argusianus argus 
分類：雞形目        雉科
Classification：Galliformes    Phasianidae
分布：馬來西亞、蘇門答臘、婆羅洲
Range: Malaysia, Sumatra, and Borneo
青鸞的雄鳥會藉由展示漂亮的羽毛吸引雌鳥，翅膀上有許多圓形的七彩圖案，如眼球般，所以又被稱為「百眼雉雞」。本園展示的青鸞來自國畫大師張大千先生所贈與，來園後的繁殖狀況很好，繁殖期間，雄鳥特別愛鳴叫。
Male Great Argus displays its broad tail feathers with spectacular metallic ocelli to attract females. During the breeding period, the males sing more often than the rest of the year. They are protected wildlife species.
（食物：果實、各類的植物、無脊椎動物、昆蟲。【保育類野生動物】）",,,,Argus,青鸞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Argus/Argus_Pic01.jpg,青鸞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Argus/Argus_Pic02.jpg,青鸞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Argus/Argus_Pic03.jpg,青鸞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Argus/Argus_Pic04.jpg,,,,,,,,,,,,2015/11/23,165
紅冠水雞,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Moorhen,Gallinula chloropus,脊索動物門,鳥綱,鶴形目,秧雞科,,中國、海南島、日本、臺灣、印度,,,通常單獨或成對行動。仔細觀察，牠會常常點頭。因為飛不高，所以不常飛行。鳥爸爸和鳥媽媽會一起照顧小鳥寶寶。,肉食性,,,,,,Moorhen,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic01.jpg,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic02.jpg,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic03.jpg,紅冠水雞,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Moorhen/Moorhen_Pic04.jpg,,,,,,,,,,,,2015/11/23,166
紅鳩,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Red Turtle Dove,Streptopelia tranquebarica,脊索動物門,鳥綱,鴿形目,鳩鴿科,,印度、西藏、尼泊爾、中南半島、菲律賓、臺灣及中國大陸。,,有2個亞種。後頸有一黑色頸環，尾深色末梢白色。雄鳥頭灰色，身體橘褐色。雌鳥類似雄鳥，但背部及翼褐色較濃，腹部羽色較淡。,喜停在電線或電線桿上，也常飛落地面覓食。冬天有群聚的現像。較斑頸鳩遠離人類的居所。巢位於樹的較高處，由枝條及草莖組成的淺盤狀或平台狀。一窩下2個蛋，少數3個蛋。,以草本植物的種子為食物，會吃作物的種子如稻子等。,,,,,,Dove-RT,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic01.jpg,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic02.jpg,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic03.jpg,紅鳩,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Dove-RT/Dove-RT_Pic04.jpg,,,,,,,,,,,,2015/11/23,167
紅鹮,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,Scarlet Ibis,Eudocimus rubber,脊索動物門,鳥綱,鸛形目,鹮科,,中南美洲。,紅樹林、河海交界處的泥灘、潮間帶泥地、淡水性沼澤、淺湖、污水池、氾濫積水區、魚池及稻田。,最外側的3根初級飛羽黑色。非繁殖期的成鳥嘴肉粉紅色或淺紅色，與羽色沒有什麼差異。亞成鳥的頭及頸有條紋或為褐色及白色的斑駁狀，下部及腰白色，身體上部暗灰褐色，在羽毛的白色部份會有粉紅色調。,繁殖季有變異性，但主要在雨季中繁殖，很明顯受到當地的水文條件影響。會形成大至巨大的繁殖群落，可達5000對。會與其他的環類及鷺鷥類一起繁殖。巢位於離地1-4.5公尺高的樹上，由枝條築成的平臺巢。一窩通常生2個蛋，孵化期21-23公分。雛鳥密生黑色絨羽。羽翼豐滿期35-42天。,主食為甲殼類，特別愛吃招潮蟹，也會吃螺、雙貝類、昆蟲及小魚。,CITES II。雖然在大多數的分佈區族群量有下降，但在一些地方，族群量仍然是普遍至很普遍。族群量會有顯著波動。造成族群下降的主要原因是棲地被變更成排水道及河堤、紅樹林被破壞及人類的干擾，包括打獵及使用殺蟲劑。,"紅鹮   Scarlet Ibis    Eudocimus rubber

分佈：中南美洲。
特徵：最外側的3根初級飛羽黑色。非繁殖期的成鳥嘴肉粉紅色或淺紅色，與羽色沒有什麼差異。亞成鳥的頭及頸有條紋或為褐色及白色的斑駁狀，下部及腰白色，身體上部暗灰褐色，在羽毛的白色部份會有粉紅色調。
棲地：紅樹林、河海交界處的泥灘、潮間帶泥地、淡水性沼澤、淺湖、污水池、氾濫積水區、魚池及稻田。
食物及食性：主食為甲殼類，特別愛吃招潮蟹，也會吃螺、雙貝類、昆蟲及小魚。通常聚集成30-70隻的覓食群。用嘴在泥地及淺水內探測食物。
繁殖：繁殖季有變異性，但主要在雨季中繁殖，很明顯受到當地的水文條件影響。會形成大至巨大的繁殖群落，可達5000對。會與其他的環類及鷺鷥類一起繁殖。巢位於離地1-4.5公尺高的樹上，由枝條築成的平臺巢。一窩通常生2個蛋，孵化期21-23公分。雛鳥密生黑色絨羽。羽翼豐滿期35-42天。
地位及保育：非全球性受威脅。CITES II。雖然在大多數的分佈區族群量有下降，但在一些地方，族群量仍然是普遍至很普遍。族群量會有顯著波動。造成族群下降的主要原因是棲地被變更成排水道及河堤、紅樹林被破壞及人類的干擾，包括打獵及使用殺蟲劑。
",,,,Ibis-S,紅鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic01.jpg,紅鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic02.jpg,紅鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic03.jpg,紅鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-S/Ibis-S_Pic04.jpg,,,,,,,,,,,,2015/11/23,168
美洲木鴨,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,生態鳥園,American Wood Duck,Aix sponsa,脊索動物門,鳥綱,雁形目,雁鴨科,,,生活於有樹林圍繞的池塘、沼澤及水流緩慢的河流。,體長423-51公分，重482-879公克。雄鳥不會誤認。雌鳥類似鴛鴦的，但眼周的白斑較長，嘴比較細，上嘴基部朝著眼眉處突出。幼鳥類似雌鳥，但在腹部有褐色的斑駁及條紋。,配對前有強烈的求偶展示，展示行為包括假裝喝水、儀式化的理翼羽、伸直頸部、豎羽及發出嘯音。,以橡實、堅果、種子、水生植物的嫩葉為食物。,,,,,,Duck-W,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic01.jpg,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic02.jpg,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic03.jpg,美洲木鴨,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Duck-W/Duck-W_Pic04.jpg,,,,,,,,,,,,2015/11/23,169
